"@title,""Spanish""";
"#02177,""Prettyland""";
"#02178,""Wilderness Resort""";
"#02179,""Snowberg""";
"#02180,""Potato Hill""";
"#02181,""Smith's Ski Resort""";
"#02182,""Funtime Resort""";
"#02183,""Hot Spring Hill""";
"#02184,""Snowcrest""";
"#02185,""Crystal Ski Resort""";
"#02186,""Waterfall Peaks""";
"#02187,""Dragon Funpark""";
"#02188,""Princess Hill""";
"#02189,""Appletown Piste""";
"#02190,""Avalanche""";
"#02191,""Silverpeaks""";
"#02192,""Alpie Alps""";
"#02193,""Rocky Ski Resort""";
"#02194,""Glacier Ski Center""";
"#02195,""Funslope""";
"#02196,""Peace Pistes""";
"#02197,""Secret Piste""";
"#02198,""Snowcap Summit""";
"#02199,""Speedy Trails""";
"#02200,""Scenic Views""";
"#02201,""Mt Santa""";
"#02202,""Mt Molehill""";
"#02203,""Century Snowpark""";
"#02204,""Mammoth Peak""";
"#02205,""Whiteout""";
"#02206,""Lakeside Resort""";
"#02207,""Frosty Ridges""";
"#02208,""Trailblazer""";
"#02209,""Snow World""";
"#02210,""Never Neverland""";
"#02211,""=#00573""";
"#02212,""Meh Skis""";
"#02213,""Beginner Skis""";
"#02214,""Modest Skis""";
"#02215,""Stylish Skis""";
"#02216,""Pro Skis""";
"#02217,""Lightweight Skis""";
"#02218,""Heavyweight Skis""";
"#02219,""Racing Skis""";
"#02220,""SAKAKI Special""";
"#02221,""Classic Skis""";
"#02222,""Meh Snowboard""";
"#02223,""Beginner Snowboard""";
"#02224,""Modest Snowboard""";
"#02225,""Stylish Snowboard""";
"#02226,""Pro Snowboard""";
"#02227,""Alpine Snowboard""";
"#02228,""Ice Snowboard""";
"#02229,""Racing Snowboard""";
"#02230,""Relax&Go Snowboard""";
"#02231,""Classic Snowboard""";
"#02232,""Sled""";
"#02233,""Pro Sled""";
"#02234,""The Piggy""";
"#02235,""Horned Warrior""";
"#02236,""Great White""";
"#02237,""Sack Sled""";
"#02238,""Beginner Sled""";
"#02239,""Modest Sled""";
"#02240,""Stylish Sled""";
"#02241,""Warm Outfit""";
"#02242,""Universal Outfit""";
"#02243,""Trendy Outfit""";
"#02244,""Arctic Outfit""";
"#02245,""Multipurpose Outfit""";
"#02246,""Pretty Outfit""";
"#02247,""Pro Outfit""";
"#02248,""Reindeer Suit""";
"#02249,""Pure Heart Outfit""";
"#02250,""Toasty Outfit""";
"#02251,""Nightsky Style""";
"#02252,""Anti-Snow Outfit""";
"#02253,""Formal Outfit""";
"#02254,""All-Round Outfit""";
"#02255,""Hipster Outfit""";
"#02256,""Smart Outfit""";
"#02257,""Green Beanie""";
"#02258,""Yellow Beanie""";
"#02259,""Ski Trooper""";
"#02260,""Afro Wig""";
"#02261,""Y-squad Hat""";
"#02262,""Red Hairband""";
"#02263,""Fancy Beanie""";
"#02264,""Old Timey Hat""";
"#02265,""Old Timey Hairband""";
"#02266,""Cute Trooper""";
"#02267,""Fluffy Beanie""";
"#02268,""Coldproof Beanie""";
"#02269,""Sunglasses""";
"#02270,""Reinforced Goggles""";
"#02271,""Reflective Goggles""";
"#02272,""Golden Goggles""";
"#02273,""Tinted Goggles""";
"#02274,""Pro Goggles""";
"#02275,""Old Timey Shades""";
"#02276,""Old Timey Goggles""";
"#02277,""Cute Goggles""";
"#02278,""Rainbow Goggles""";
"#02279,""Fuzzy Muffs""";
"#02280,""Earmuffs""";
"#02281,""Ear Gear""";
"#02282,""Earwarmers""";
"#02283,""Hear Clear Muffs""";
"#02284,""Cold Guard SP""";
"#02285,""Frameless Muffs""";
"#02286,""Lux Muffs""";
"#02287,""Black Muffs""";
"#02288,""Cute Muffs""";
"#02289,""Heroic Wisdom""";
"#02290,""Heroic Eyes""";
"#02291,""Heroic Ears""";
"#02292,""Delete afterwards""";
"#02293,""Snowmobile""";
"#02294,""Regular Skis""";
"#02295,""=#02213""";
"#02296,""=#02214""";
"#02297,""=#02215""";
"#02298,""Dark Skis""";
"#02299,""Hi-Tech Skis""";
"#02300,""Ultraspeed Skis""";
"#02301,""NAVI Skis""";
"#02302,""Regular Snowboard""";
"#02303,""Dark Snowboard""";
"#02304,""Speedster Snowboard""";
"#02305,""Omelet Snowboard""";
"#02306,""Regular Sled""";
"#02307,""Dark Sled""";
"#02308,""Easy-Glide Sled""";
"#02309,""Cool Sled""";
"#02310,""Amazing Sled""";
"#02311,""=#02240""";
"#02312,""THE Sled""";
"#02313,""Relax Ver.""";
"#02314,""Turbo Mirage""";
"#02315,""Red Cyclone""";
"#02316,""Red Outfit""";
"#02317,""Yellow Outfit""";
"#02318,""Blue Outfit""";
"#02319,""=#00755""";
"#02320,""=#00767""";
"#02321,""Ski Jump Outfit""";
"#02322,""Sally Prin""";
"#02323,""=#00769""";
"#02324,""Supersoft Beanie""";
"#02325,""Light Band""";
"#02326,""Santa Helper Hat""";
"#02327,""Blue Shades""";
"#02328,""Charming Goggles""";
"#02329,""=#00765""";
"#02330,""Fancy Mobile""";
"#02331,""Log""";
"#02332,""Instructor Outfit 00""";
"#02333,""=MID(#02332,1,-2)&'01'""";
"#02334,""=MID(#02332,1,-2)&'02'""";
"#02335,""Hero Mark Lv1""";
"#02336,""=MID(#02335,1,-1)&'2'""";
"#02337,""=MID(#02335,1,-1)&'3'""";
"#02338,""=MID(#02335,1,-1)&'4'""";
"#02339,""=MID(#02335,1,-1)&'5'""";
"#02340,""Underdog Mark Lv1""";
"#02341,""=MID(#02340,1,-1)&'2'""";
"#02342,""=MID(#02340,1,-1)&'3'""";
"#02343,""=MID(#02340,1,-1)&'4'""";
"#02344,""=MID(#02340,1,-1)&'5'""";
"#02345,""None""";
"#02346,""Map""";
"#02347,""Achievements""";
"#02348,""Ranking""";
"#02349,""Combos""";
"#02350,""Processing""";
"#02351,""Restore""";
"#02352,""=#00796""";
"#02353,""Dream""";
"#02354,""They have the dreamiest destinations.<br>(Effect: financial support)""";
"#02355,""Ski Club""";
"#02356,""=#02355""";
"#02357,""Young skiing enthusiasts.<br>(Effect: chance to obtain random materials)""";
"#02358,""=#00783""";
"#02359,""G'night""";
"#02360,""=#02359""";
"#02361,""The owner can sleep just about anywhere.<br>(Effect: bonus to guest facilities)""";
"#02362,""=#00779""";
"#02363,""Skis&More""";
"#02364,""Skis+""";
"#02365,""A tiny store run by ski enthusiasts.<br>(Effect: get upgrade items, bonus to skis)""";
"#02366,""=#00793""";
"#02367,""=#00812""";
"#02368,""SNO""";
"#02369,""Their main office is in the capital.<br>(Effect: get upgrade items, bonus to skis)""";
"#02370,""=#00811""";
"#02371,""=#00814""";
"#02372,""OG""";
"#02373,""Kids' sports shop.<br>(Effect: get upgrade items, bonus to skis)""";
"#02374,""Travel Mag""";
"#02375,""Mag""";
"#02376,""Publishes all sorts of travel magazines.<br>(Effect: event activates after a time)""";
"#02377,""=#00788""";
"#02378,""Clover""";
"#02379,""Start your day with farm-fresh milk!<br>(Effect: bonus to restaurants)""";
"#02380,""=#00789""";
"#02381,""=#01443""";
"#02382,""An old, picturesque shrine.<br>(Effect: get fortunes)""";
"#02383,""SPC""";
"#02384,""=#02383""";
"#02385,""They care a lot about snowmen.<br>(Effect: bonus to entertainment facilities.)""";
"#02386,""=#00759""";
"#02387,""PBF""";
"#02388,""A chain store popping up all over.<br>(Effect: bonus to rental shops)""";
"#02389,""=#00780""";
"#02390,""Den""";
"#02391,""A well known local eatery open until late.<br>(Effect: get random materials & food)""";
"#02392,""Agri-Serv""";
"#02393,""=#02392""";
"#02394,""Researching innovative farming solutions.<br>(Effect: get random materials & food)""";
"#02395,""=#00786""";
"#02396,""=#01940""";
"#02397,""Ding-ding-ding! Ho ho ho!<br>(Effect: get upgrade materials";" winter-only)"""
"#02398,""Mayor""";
"#02399,""I happy to let you do whatever you want.<br>(Effect: financial support)""";
"#02400,""=#00785""";
"#02401,""Y-Squad""";
"#02402,""May we investigate your ski resort?<br>(Effect: get random materials)""";
"#02403,""Big Eyes""";
"#02404,""=#02403""";
"#02405,""A facility for studying interstellar objects.<br>(Effect: financial support)""";
"#02406,""Come Again""";
"#02407,""Break Time""";
"#02408,""Great Reception""";
"#02409,""Foot Heaven""";
"#02410,""Spa Corner""";
"#02411,""Spa Paradise""";
"#02412,""Tea Time""";
"#02413,""Game Arcade""";
"#02414,""Fountain Plaza""";
"#02415,""Food Stalls""";
"#02416,""Christmassy""";
"#02417,""All Automatic""";
"#02418,""Eat Your Fill""";
"#02419,""Asian Corner""";
"#02420,""Shopping Spot""";
"#02421,""Lovely Café""";
"#02422,""Mountain Café""";
"#02423,""Relax & Enjoy""";
"#02424,""Noodles vs Curry""";
"#02425,""Swimming Area""";
"#02426,""Resort Area""";
"#02427,""Brilliant Area""";
"#02428,""Training Spot""";
"#02429,""Training Center""";
"#02430,""Frosty Sweets""";
"#02431,""Crafts Area""";
"#02432,""Sweet-Toothed""";
"#02433,""Stylish Shops""";
"#02434,""Handy Lockers""";
"#02435,""Hello there!""";
"#02436,""So you're the new owner? On behalf of <co=0070c0><team></co> let me say welcome!""";
",""As your <co=0070c0>assistant</co>, I will do my best to help you out with everything. Let's make this a fabulous, world-famous ski resort!""";
"#02437,""Time to get started! Open the menu on the bottom right of the screen and tap <co=0070c0>Build</co>.""";
"#02438,""When choosing a racer, check their <co=0070c0>HP</co>, <co=0070c0>Skill</co> and <co=0070c0>Appeal</co>.""";
",""Use items obtained from <co=0070c0>sponsors </co>to earn <co=0070c0>Friendliness</co> bonuses.""";
"#02439,""The contract with <co=0070c0><0></co> has ended. Here's what we got from them!""";
"#02440,""This is for you. I'm sure it will help you in a contest!""";
"#02441,""Something's odd about this one.""";
",""It looks like this guest didn't come here to ski.""";
"#02442,""Even guests who aren't into skiing will eventually become interested if they stay at the hotel for a while!""";
",""If the environment is nice, it gets easier to convert them into ski fans.""";
"#02443,""Boss! I got this <co=0070c0>feedback</co> form from one of our guests.""";
"#02444,""""""I never felt like skiing before, but after hanging out at your resort I suddenly felt like giving it a try.""""""";
"#02445,""That's wonderful, isn't it?""";
",""Staying at our resort is enough to get this guest to try out skiing!""";
"#02446,""Ring ring... Ring ring... Click!""";
",""Hello, this is <co=0070c0><team></co>. You'd like to make a reservation? Yes, we have <co=0070c0>rooms</co> available.""";
",""I've booked it for you. Is there anything else I can help you with? No? Okay then, see you soon!""";
"#02447,""That was our first <co=0070c0>room booking</co>! Guests are finally starting to get interested in staying.""";
",""We can expect to get more guests in the future, so let's slowly expand the hotel to keep up with demand.""";
"#02448,""Hmm. So this is the new ski resort, <team>?""";
",""Can't wait to go skiing. Got to check in first, though...""";
"#02449,""There's our first guest!""";
"#02450,""Let's see how they fare on the slopes.""";
"#02451,""<co=0070c0>Wah! Ouch!""";
"#02452,""Oops... The skier <co=0070c0>ran out of HP</co> and fell over.""";
",""This should help.""";
"#02453,""Taking a breather in a rest area restores <co=0070c0>HP</co>.""";
"#02454,""It would be perfect if skiers could go only as high as they want, but we can't have so many lifts.""";
"#02455,""So let's provide them with rest areas to take a break before they carry on.""";
"#02456,""We can make the resort more popular and get more guests if we <co=0070c0>advertise</co> it.""";
",""Advertising is most effective when the <co=0070c0>weather </co>is just right, you know.""";
"#02457,""<co=0070c0>Contracting a sponsor </co>has lots of benefits.""";
",""After signing a contract, the sponsor will start to like you. They might even send you gifts.""";
"#02458,""This is a rental store. See Details to check what <co=0070c0>equipment</co> is currently rented out.""";
"#02459,""This is a souvenir stall. It's restocked at the end of the month.""";
"#02460,""Here we have the <co=0070c0><0></co>. Hungry guests can stop by here and grab something to eat.""";
",""Removed, as it is now available for construction.""";
"#02461,""Go to <co=0070c0>Details</co> to adjust the lift speed.""";
"#02462,""Tap the drop-off point to change how far the lift goes.""";
"#02463,""Hi, boss! We got a message from the rental store.""";
",""It says that they rent grass skiing equipment when the snow melts.""";
",""This way our guests can ski no matter what time of year it is!""";
"#02464,""You got<co=0070c0> <1> </co>for coming #<0>! Plus <co=0070c0><2> x <3></co> for participating!""";
"#02465,""Congratulations on winning the<br><co=0070c0><0></co>!""";
"#02466,""<co=0070c0>Winning a contest</co> puts our resort in the spotlight! We'll get more business than usual.""";
"#02467,""Well, we didn't make it this time.""";
",""I think we just need to use speed boosts and items at the right time. Let's try next time!""";
"#02468,""We didn't place.""";
",""Next time let's try with different equipment or items.""";
"#02469,""When a sponsor's contract ends, we get a gift from them based on our <co=0070c0>evaluation</co>.""";
",""Evaluation results depend on how many guests we get during the contract period.""";
"#02470,""I've noticed that recently that many of our guests spend so much that they run out of cash.""";
"#02471,""So I decided to order an <co=0070c0>ATM</co>!""";
"#02472,""With an <co=0070c0>ATM</co> in the hotel, our guests will be able to take out cash at any time.""";
"#02473,""I think that will make them want to spend even more money in our resort!""";
"#02474,""First, select a racer, their <co=0070c0>equipment </co>and <co=0070c0>items</co>.""";
"#02475,""Our first contest! I'm so excited!""";
",""It's pretty much all up to our racer, but we get to tell them when to use <co=0070c0>speed boost</co> or <co=0070c0>items</co>.""";
",""Items can only be used once, so we have to be smart about using them at the right time.""";
"#02476,""Which sponsor would you like to sign a contract with next?""";
"#02477,""Hello. I'm the owner of Pumpkin Products.""";
",""I sell a variety of top-quality goods. Please take a look at my store.""";
"#02478,""Hello. Today everything is half-price. It's a great time to do your shopping!""";
"#02479,""Excellent choice. Is there anything else you'd like?""";
"#02480,""Oh, look at the time! I have to be going now. Goodbye.""";
"#02481,""Tap a <co=0070c0>green tile </co>to extend your lift.""";
",""Tap<co=0070c0> Toggle</co> to place a lift drop-off point.""";
"#02482,""<co=0070c0>Develop land</co> to make more space for the ski course and to obtain <co=0070c0>materials</co>.""";
",""Tap a tree next to the ski course to remove it and make more space.""";
"#02483,""It looks like the way you placed some facilities resulted in a <co=0070c0>Combo</co>!""";
"#02484,""Oh my, looks like we're out of <co=c00000>funds</co>!""";
"#02485,""We can't let this happen again, or we won't be able to cover the costs of managing the resort.""";
"#02486,""I have some cash saved up for a time like this... You can use it. It's okay, I don't mind.""";
"#02487,""Oh no, we've run out of <co=c00000>funds</co>...""";
"#02488,""We have to make it out of the red somehow.""";
"#02489,""We could get rid of some of the more expensive facilities. Or just wait for next months income.""";
"#02490,""That was a tiring month! How do you feel about managing the resort? Do you like it?""";
"#02491,""Our monthly performance is shown on the top right at the start of each month.""";
",""It shows things such as how many more guests we've had.""";
"#02492,""Boss, good news! It's the start of a new season!""";
",""The rest of the staff and I have prepared some new facilities to set up this season.""";
",""Here they are!""";
"#02493,""Boss, good news! It's the start of a new season!""";
",""Fingers crossed we get lots of guests this season!""";
"#02494,""Oh wow! It seems we triggered a research <co=0070c0>frenzy</co> back there. Let's keep it up!""";
"#02495,""Another month behind us!""";
"#02496,""We <co=0070c0>pay for the maintenance</co> of our facilities at the start of each month.""";
",""Be careful, if we get in the red we won't be able to buy anything.""";
"#02497,""I contacted a radio station about advertising on their channel!""";
"#02498,""I gave managers of nearby stores some coupons for our resort. They were happy to give them out!""";
"#02499,""I've commissioned newspaper inserts advertising our resort.""";
"#02500,""I asked local shops to put posters advertising our resort up on their bulletin boards.""";
"#02501,""I hired a popular TV personality to advertise our resort.""";
"#02502,""I've had our promotional goods distributed on the streets of several cities in various areas.""";
"#02503,""I've had pamphlets featuring our resort placed in service stops along all the main highways.""";
"#02504,""We've sponsored a film and had our ski resort listed in the credits!""";
"#02505,""A commercial of our resort was shown on TV, with an original theme song too!""";
"#02506,""Our commercial has been shown on the big screen on the wall of Kairo HQ in the capital!""";
"#02507,""Material processing will take a short while.""";
"#02508,""I'll get started at once! I'm sure it won't take too long.""";
"#02509,""Boss! Someone wants to <co=0070c0>sponsor <team></co>!""";
",""Let's go and meet them!""";
"#02510,""What's this? Oh, a letter from the <co=0070c0>Ski Resort Association</co>.""";
",""It looks like we have what it takes to <co=0070c0>rank up</co>! Big day for <team>!""";
",""*gulp*""";
"#02511,""When we rank up, we'll get <co=0070c0>rewards </co>from the Ski Resort Association.""";
"#02512,""Go to <co=0070c0>Manage</co> and select Rank Up, and I'll take care of all the paperwork!""";
"#02513,""=#00476""";
"#02514,""=#00377""";
"#02515,""Hmm hmm...""";
"#02516,""Hmmmph...""";
"#02517,""Oooh...""";
"#02518,""My, my...""";
"#02519,""Terrific...""";
",""Well, well. This has surpassed my wildest dreams! What a splendid ski resort!""";
",""This is the last reward. I trust you will like it.""";
"#02520,""A lovely resort you have here. Let's see if you can make it even better and win more prizes.""";
"#02521,""Congratulations on <co=0070c0>ranking up</co>!""";
"#02522,""Let's keep ranking up, all the way to the top!""";
"#02523,""Having a good <co=0070c0>ski course vibe </co>and lots of <co=0070c0>Combos</co> will be really vital for ranking up higher.""";
"#02524,""We can now install lifts with <co=0070c0>chairs for two people</co>, and <co=0070c0>have more lifts overall</co>.""";
"#02525,""From this rank on we can <co=0070c0>upgrade shops</co> and <co=0070c0>develop productos</co>!""";
"#02526,""From this rank on we can change the hotel <co=0070c0>walls</co> and <co=0070c0>doors</co>!""";
"#02527,""From this rank on we can use <co=0070c0>gondola lifts</co>!""";
"#02528,""With these lifts our guests will be able to reach the top of the course that much faster!""";
"#02529,""Boss, boss, listen!""";
"#02530,""Someone came here saying they want to become our <co=0070c0>sponsor</co>.""";
"#02531,""Come, let's talk to them right away!""";
"#02532,""Greetings. I run a small travel agency.""";
",""I heard about your resort, and it occurred to me we could have a very beneficial partnership.""";
"#02533,""It will be a pleasure working with you.""";
"#02534,""<co=0070c0>Sponsors</co> offer us support with managing the resort.""";
"#02535,""To sign a contract with a sponsor, go to <co=0070c0>Manage</co> from the main menu.""";
"#02536,""I haven't come empty-handed, of course. Here is a little gift from me.""";
"#02537,""Boss, we got a gift from the travel agency sponsoring us!""";
"#02538,""By the way, I love going to cafés. Don't you, too?""";
",""Hot coffee is just the thing on a cold day on the ski course. Why don't you research cafés?""";
"#02539,""Now that's a stylish-looking café!""";
",""Just imagining the wonderful taste of a warming latte after hours of skiing makes me drool!""";
"#02540,""I've always been a skiing enthusiast. So I created a ski club at my school.""";
",""This ski resort is my favorite. Allow my club to contribute in some way!""";
"#02541,""Oh wow, I'm so happy you agreed to us sponsoring you! It feels unreal!""";
"#02542,""Boss, we got a gift from the school ski club sponsoring us!""";
"#02543,""I saw this retro<co=0070c0> arcade game </co>on sale the other day on the way home from school.""";
",""I think it would be a great addition to your resort. Maybe you could research it?""";
"#02544,""I brought lots of friends! They wanted to try out that arcade game!""";
",""When we're done skiing, we chill at the hotel, playing games. It couldn't be more perfect!""";
"#02545,""Howdy! I'm the owner of <co=0070c0>G'night Beds</co>. I sell beds mattresses, bed linen and more!""";
",""I believe I could help you spruce up those guest rooms. Will you let me be your sponsor?""";
"#02546,""Alrighty! Let's see what I can do for you. Comfier mattresses? Softer pillows? I have them all!""";
"#02547,""Boss, we got a gift from the bed store sponsoring us!""";
"#02548,""Some <co=0070c0>flowers</co> can bring a smile to the face of anyone who sees them. No, it's true!""";
",""I've never seen a flower like that. Maybe if you research it you could have one in your resort?""";
"#02549,""This is it! I'm feeling sunny just by looking at this flower. Aww.""";
"#02550,""Hmm... I feel like going skiing for a change. See you on the slopes!""";
"#02551,""Hi! Have you heard of my store, Skis & More? I mostly deal in skis!""";
",""I'd like you to use me as your supplier. In return, I'll sponsor your resort. How's that sound?""";
"#02552,""Rent out my original brand skis to your guests and help me get <co=0070c0>Skies & More</co> out there!""";
"#02553,""Boss, we got a gift from the ski store sponsoring us!""";
"#02554,""Hi! Mind if I ask you a small favor?""";
",""I'm trying to come up with a new ski design. Can you do some research for me?""";
"#02555,""Wow, you really did it! Terrific job!""";
",""Thank you... I can't wait to try these babies out! I'm off to test them out on the slope. Later!""";
"#02556,""Hello. I heard you now offer <co=0070c0>snowboards </co>in your rental shop.""";
",""I'd like you to use me as your supplier. In return, I'll sponsor your resort. How's that sound?""";
"#02557,""You won't regret having <co=0070c0>SNO-Board Superstore</co> as your sponsor, my friend!""";
"#02558,""Boss, we got a gift from the snowboard store sponsoring us!""";
"#02559,""Hi! Mind if I ask you a small favor?""";
",""I've been trying to design a new type of snowboard. Can you do research for me?""";
"#02560,""It's perfect! Exactly what I had in mind. Thank you so much for your help!""";
",""If you don't mind, I'm going to do a test run.""";
"#02561,""Is it true you <co=0070c0>rent out sleds</co>? Well, that's perfect!""";
",""I'm very interested in becoming your sponsor! What do you say?""";
"#02562,""Great, thanks! Outdoors Generation is pleased to be your sponsor.""";
"#02563,""Boss, we got a gift from the sled store sponsoring us!""";
"#02564,""Hi! Mind if I ask you a small favor?""";
",""I want to design a sled for children, but I just can't do it. Maybe you could research it instead?""";
"#02565,""Well done, you did it! Thank you!""";
",""I hope kids will love it. Oh, I know. I'll go to the ski course and see for myself!""";
"#02566,""Good day! My company publishes a <co=0070c0>travel magazine</co> focused on mountain resort holidays.""";
",""I'd like to write an article about your resort, so if you'd just sign this contract here, please.""";
"#02567,""Thank you! I'll have a look around and write a brilliant piece about this ski resort.""";
"#02568,""Yes... This is looking good.""";
",""I'll whip up an article so good tourists will stampede into your resort!""";
"#02569,""Check this out! A feature article about our resort has been published in the <co=0070c0>Travel Mag</co>!""";
"#02570,""Boss, we got a gift from the <co=0070c0>travel magazine</co> sponsoring us!""";
"#02571,""The latest trend at resorts seems to be photo booths where you can snap pics with local mascots.""";
",""Isn't that cute? Maybe you could do some research into it as well.""";
"#02572,""What an edgy photo booth!""";
",""Tell you what, I want to take some cool pictures there right now. Thanks for getting this thing!""";
"#02573,""You have so much grassland around your resort. My cows would love it.""";
",""If you let me graze my livestock here, I'll become your sponsor. Sounds good?""";
"#02574,""Grass-grazed cows give the best milk!""";
"#02575,""Boss, we got a gift from the <co=0070c0>farmer </co>sponsoring us!""";
"#02576,""I have a kinda strange request…""";
",""This here is my sketch of a <co=0070c0>barn</co>. I never finished it. Maybe you can?""";
"#02577,""You seem to be doing fine keeping livestock. I'm actually impressed!""";
",""If you don't mind, I'll go and have a closer look at the animals.""";
"#02578,""Uhm, hello. I like to support local businesses, so I came to speak with you today...""";
",""I can't offer you is money, but my shrine can bless you with good luck...probably.""";
"#02579,""Thank you so much!""";
"#02580,""Hmm... You've drawn a very rare fortune. In fact, I've never seen anyone else get it.""";
",""Something incredibly good is bound to happen to you...I think. Only time will tell.""";
"#02581,""Boss, we got a gift from <co=0070c0>the shrine</co> sponsoring us!""";
"#02582,""I found this shrine pamphlet when I was cleaning the storeroom.""";
",""I have no use for it, but maybe you will? I don't know how, but it may come in handy.""";
"#02583,""Seeing all these happy skiers made me want to try skiing too.""";
",""I'm going to save up my part-time job pay and come ski here whenever I can.""";
"#02584,""Greetings. I'm a member of the Snowman Protection Club.""";
",""Your resort has some excellent snowmen. We'd like to make sure this level of snowmanship continues.""";
"#02585,""Come, all who love snowmen!""";
"#02586,""Boss, we got a gift from the Snowman Protection Club sponsoring us!""";
"#02587,""<co=0070c0>Greetings</co>. It's me, the Snowman Protection Agent.""";
",""I've designed a device for the preservation of snowmen. Here's a draft of the <co=0070c0>research project</co>.""";
",""I trust you can bring it to completion. I'll support you...from the shadows.""";
"#02588,""Oh, this is perfect.""";
",""Now we will be able to keep snowmen in shipshape condition all year. What a glorious day.""";
",""I can hardly contain my joy. Let me do a little happy dance.""";
"#02589,""Hi, how are you? I represent <co=0070c0>Polar Bear Fashion</co>. Nice to meet you!""";
",""We sell all sorts of apparel. Say, how about we sponsor you?""";
"#02590,""Thanks a bunch! This is going to work out great, I just know it!""";
"#02591,""Boss, we got a gift from the clothes store sponsoring us!""";
"#02592,""Hi, what's up? I have something to share with you.""";
",""It's an idea for new ski apparel. I'm stumped, but maybe you can do something with it. Good luck!""";
"#02593,""Yay, you made this gorgeous outfit based on my idea? So cool!""";
",""I want to try it on right away. I'll get changed and go for some skiing.""";
"#02594,""<co=0070c0><team></co>'s racer put on a good show at the last <co=0070c0>contest</co>. I've become a fan!""";
",""And as a devoted fan, I decided to support your resort as a sponsor. If you agree, that is.""";
"#02595,""So we're good then? Great!""";
"#02596,""They say first impressions matter the most, so I got you this.""";
"#02597,""Boss, we got a gift from the local eatery owner sponsoring us!""";
"#02598,""The <co=0070c0>wood</co> used to make a barrel affects the taste of what's in it.""";
",""Barrels also look classy, don't they? How about decorating your resort with some?""";
"#02599,""I'm going skiing today!""";
"#02600,""My darling doesn't know I took this extra time off, so let's keep this just between us, okay?""";
"#02601,""Hello. We at Agriculture Services are always thinking of new ways to help farmers, and everyone.""";
",""I believe we could help each other. Let us sponsor you and use our goods to improve your resort.""";
"#02602,""Let me shake your hand… Okay. I'll see you around!""";
"#02603,""Ah, almost forgot. This is for you. Nothing much, but please take it.""";
"#02604,""Boss, we got a gift from the <co=0070c0>agriculture services </co>sponsoring us!""";
"#02605,""Hello. Do you have a moment?""";
",""Your resort is the perfect place to build a windmill, surrounded by a vineyard! What do you think?""";
"#02606,""You actually built it! Wonderful job!""";
",""This has really made my day. It even made me feel like going skiing!""";
"#02607,""What a tall building! Oh ho ho! Merry Christmas, by the way!""";
",""Did you see my stunning descent, a brave plunge from up in the sky?""";
",""Have you been good this year? Well then, you deserve me as your sponsor. Thrilled?""";
"#02608,""Oh, delightful. I'll see you later!""";
"#02609,""Ah, here's a gift for you. Oh ho ho!""";
"#02610,""Boss, we got a gift from <co=0070c0>Santa</co>… He's sponsoring us, remember?""";
"#02611,""You don't have reindeer-driven vehicle parking spaces, do you? Ah, no matter!""";
",""I have a request for you this time.""";
",""Can you get a fir tree? It would be perfect for Christmas. I need somewhere to put all the gifts.""";
"#02612,""You did get a huge fir tree! Well done!""";
",""Think of all the happy children who will gather here when the season comes... I'll be so busy!""";
"#02613,""Howdy! I'm the<co=0070c0> town mayor</co>.""";
",""I like your resort, so I've decided to offer you support. Together, we can boost the local economy.""";
",""Please accept this generous offer.""";
"#02614,""Ah, good, very good.""";
"#02615,""Boss, we got a gift from the <co=0070c0>town mayor</co> sponsoring us!""";
"#02616,""Do you think it'd be hard getting a <co=0070c0>radio tower</co> built here? Could get us more tourists, no?""";
",""You seem pretty clever. Maybe you can do the research and get it all done, hmm?""";
"#02617,""Wow, a radio tower! Splendid. Thanks to this, our little town is going to grow, I can feel it.""";
",""As I've come all this way to your resort, I'm going to rent some skis and have some fun. See you.""";
"#02618,""It's got to be here! I'm getting <co=0070c0>unusual readings</co> from <co=0070c0><team></co>!""";
",""There must be a yeti here. May I have your permission to search the area?""";
"#02619,""He he he! I'll be the first to find a <co=0070c0>yeti</co>. I'll leave my mark on history...and cryptozoology!""";
"#02620,""Boss, we got a gift from the <co=0070c0>Yeti Squad </co>sponsoring us!""";
"#02621,""It takes knowledge, courage and patience to catch a yeti! ...Specialist equipment also helps.""";
",""Can I count on you to research tools for me and my team to use?""";
"#02622,""I've come to explore these mountains, with the locals' help.""";
",""Hunting for a beast not known to science, spelunking down caves...""";
",""Is this where the yeti dwells?""";
",""What was that? Is it...is it a yeti? A real yeti!""";
"#02623,""I came here for some peace and quiet as I prepare these frozen bananas... What do you want?""";
",""By the way, doesn't slipping on a banana peel remind you of skiing? Just some food for thought.""";
",""I like sliding down snowy slopes on my butt.""";
"#02624,""This mountain is supposed to be the best for observing the night sky. Ideal for my research.""";
",""Let's find out the secrets of our galaxy, and the universe, together!""";
"#02625,""So glad you let me be your sponsor!""";
"#02626,""Boss, we got a gift from the observatory sponsoring us!""";
"#02627,""Hey there, do you have a few minutes?""";
",""Wouldn't it be great to build an <co=0070c0>observatory</co> here? I'd need your help to build it. Can you do it?""";
"#02628,""Thanks so much for building this observatory. I owe you.""";
",""I guess since I'm here I might just as well go skiing.""";
"#02629,""I came here with my students on a school trip.""";
",""It's so beautiful here. I could just ski all day long... Hmm. That's exactly what I'll do!""";
"#02630,""Mom sort of dragged me here, 'cause she likes skiing.""";
",""Oh, what's that growing there? You have your own vegetables? Cool! Can I water them?""";
